Row	station_id	date	t	qt	td	qtd	twet	qtwet	u	qu	tmin	qtmin	tmax	qtmax	dd	qdd	ff	qff	dd_max	qdd_max	ff_max	qff_max	dd_gust	qdd_gust	ff_gust	qff_gust	p	qp	p0	qp0	ppp	qppp	a	qa	ir	qir	rrr	qrrr	rrrt	qrrrt	rrr24	qrrr24	ix	qix	ww	qww	w1	qw1	w2	qw2	vv	qvv	sshn	qsshn	n	qn	h	qh	nh	qnh	cl	qcl	cm	qcm	ch	qch	Ns1	qNs1	C1	qC1	hs1	qhs1	Ns2	qNs2	C2	qC2	hs2	qhs2	Ns3	qNs3	C3	qC3	hs3	qhs3	Ns4	qNs4	C4	qC4	hs4	qhs4	radglo24	qradglo24	evt	qevt	tsoil	qtsoil	e	qe	esnow	qesnow	ess	qess	ss	qss	tusoil005	qtusoil005	tusoil010	qtusoil010	tusoil020	qtusoil020	tusoil030	qtusoil030	tusoil050	qtusoil050	tusoil100	qtusoil100	musoil005	qmusoil005	musoil010	qmusoil010	musoil020	qmusoil020	musoil030	qmusoil030	musoil050	qmusoil050	musoil070	qmusoil070	musoil100	qmusoil100	ew	qew	ews	qews	tmin_12h	qtmin_12h	tmax_12h	qtmax_12h	contentmessage
434-Smiley face	99369	2024-02-28 06:00:00	-5.3	111115	-12.6	111115	-7.1	111115	56	111515		999999		999999	350	111515	3	111115		999999		999999		999999		999999	1028.1	111115	796.6	111115	0.9	111515	2	111515	1	111555	0.0	111155	6	115555	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.32	115555	4.12	115555		999999		999999	AAXX 28061 99369 16/// /3503 11053 21126 37966 40281 52009 60001 333 3//// 5//// 70005 555 11071 29057=
435-Smiley face	99369	2024-02-28 07:00:00	-5.2	111115	-11.3	111115		999999		999999		999999		999999	20	111515	2	111115		999999		999999		999999		999999	1028.5	111115	796.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0202 11052 21113 37966 40285 51006 333 60005 555 11067 29062
436-Smiley face	99369	2024-02-28 08:00:00	-3.8	111115	-9.7	111115		999999		999999		999999		999999	340	111515	2	111115		999999		999999		999999		999999	1027.7	111115	796.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3402 11038 21097 37964 40277 50003 333 60005 555 11054 29064
437-Smiley face	99369	2024-02-28 09:00:00	-3.4	111115	-9.3	111115	-5.1	111115	63	111515		999999		999999	170	111515	1	111115		999999		999999		999999		999999	1027.9	111115	795.8	111115	-0.8	111515	8	111515	4	111555		999999		999999	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.8	115155	0.6	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.01	115555	4.75	115555		999999		999999	AAXX 28091 99369 46/// /1701 11034 21093 37958 40279 58008 333 70005 555 11051 29063 66666 00008 10006 2//// 3//// 5//// 9////=
438-Smiley face	99369	2024-02-28 10:00:00	-2.0	111115	-7.7	111115		999999		999999		999999		999999	220	111515	1	111115		999999		999999		999999		999999	1026.9	111115	795.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2201 11020 21077 37952 40269 57014 333 60005 555 11038 29065
439-Smiley face	99369	2024-02-28 11:00:00	-3.4	111115	-10.4	111115		999999		999999		999999		999999	260	111515	3	111115		999999		999999		999999		999999	1027.0	111115	794.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2603 11034 21104 37949 40270 57015 333 60005 555 11054 29059
440-Smiley face	99369	2024-02-28 12:00:00	-3.7	111115	-9.7	111115	-5.4	111115	62	111515		999999		999999	330	111515	2	111115		999999		999999		999999		999999	1026.9	111115	794.6	111115	-1.2	111515	7	111515	1	111555	0.0	111155	6	115555	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.91	115555	4.65	115555		999999		999999	AAXX 28121 99369 16/// /3302 11037 21097 37946 40269 57012 60001 333 70005 555 11054 29063=
441-Smiley face	99369	2024-02-28 13:00:00	-4.7	111115	-8.3	111115		999999		999999		999999		999999	110	111515	1	111115		999999		999999		999999		999999	1026.9	111115	795.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1101 11047 21083 37950 40269 55002 333 60005 555 11057 29076
442-Smiley face	99369	2024-02-28 14:00:00	-6.2	111115	-9.2	111115		999999		999999		999999		999999	340	111515	3	111115		999999		999999		999999		999999	1028.0	111115	795.1	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3403 11062 21092 37951 40280 53002 333 69945 555 11069 29079
443-Smiley face	99369	2024-02-28 15:00:00	-6.0	111115	-10.8	111115	-7.1	111115	70	111515	-10.5	111155	-1.9	111155	110	111515	1	111115		999999		999999		999999		999999	1028.8	111115	795.3	111115	0.7	111515	2	111515	4	111555		999999		999999	0.9	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.6	115155	2.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.72	115555	3.91	115555	-10.5	115555	-1.9	115555	AAXX 28151 99369 46/// /1101 11060 21108 37953 40288 52007 333 11019 21105 70009 555 11071 29069 66666 00026 10023 2//// 3//// 5//// 9////=
444-Smiley face	99369	2024-02-28 18:00:00	-6.9	111115	-12.2	111115	-8.1	111115	65	111515		999999		999999	350	111515	1	111115		999999		999999		999999		999999	1027.2	111115	795.5	111115	0.2	111515	0	111515	1	111555	0.5	111155	6	115555	1.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.38	115555	3.65	115555		999999		999999	AAXX 28181 99369 16/// /3501 11069 21122 37955 40272 50002 69951 333 55/// 70010 555 11081 29066=
445-Smiley face	99369	2024-02-28 21:00:00	-7.2	111115	-16.0	111115	-9.0	111115	51	111515		999999		999999	320	111515	3	111115	320.0	111555	4.0	111155	360.0	111555	7.0	111155	1025.9	111115	795.2	111115	-0.3	111515	8	111515	4	111555		999999		999999	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.81	115555	3.56	115555		999999		999999	AAXX 28211 99369 46/// /3203 11072 21160 37952 40259 58003 333 70005 555 11090 29049 33204 43607=
446-Smiley face	99369	2024-02-29 00:00:00	-8.1	111115	-16.1	111115	-9.7	111115	53	111515		999999		999999	310	111515	4	111115		999999		999999		999999		999999	1026.4	111115	795.1	111115	-0.1	111515	8	111515	1	111555	0.0	111155	6	115555	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.75	115555	3.32	115555		999999		999999	AAXX 29001 99369 16/// /3104 11081 21161 37951 40264 58001 60001 333 70005 555 11097 29053=
447-Smiley face	99369	2024-02-29 03:00:00	-8.3	111115	-17.2	111115	-10.0	111115	50	111515	-8.7	111155	-5.8	111155	310	111515	4	111115		999999		999999		999999		999999	1028.1	111115	795.4	111115	0.3	111515	3	111515	4	111555		999999		999999	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.5	115155	0.6	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.62	115555	3.27	115555	-8.7	115555	-5.8	115555	AAXX 29031 99369 46/// /3104 11083 21172 37954 40281 53003 333 11058 21087 70005 555 11100 29049 66666 00005 10006 2//// 3//// 5//// 9////=
448-Smiley face	99369	2024-02-29 04:00:00	-7.4	111115	-16.8	111115		999999		999999		999999		999999	300	111515	3	111115		999999		999999		999999		999999	1028.6	111115	795.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3003 11074 21168 37958 40286 53007 333 60005 555 11093 29047
449-Smiley face	99369	2024-02-29 05:00:00	-6.3	111115	-16.4	111115		999999		999999		999999		999999	280	111515	4	111115		999999		999999		999999		999999	1029.0	111115	796.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2804 11063 21164 37963 40290 52012 333 60005 555 11085 29045
450-Smiley face	99369	2024-02-29 06:00:00	-5.6	111115	-12.4	111115	-7.3	111115	58	111515		999999		999999	170	111515	2	111115		999999		999999		999999		999999	1029.0	111115	796.8	111115	1.4	111515	2	111515	1	111555	0.0	111155	6	115555	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.32	115555	4.03	115555		999999		999999	AAXX 29061 99369 16/// /1702 11056 21124 37968 40290 52014 60001 333 3//// 5//// 70005 555 11073 29059=
451-Smiley face	99369	2024-02-29 09:00:00	-2.6	111115	-11.4	111115	-5.1	111115	50	111515		999999		999999	130	111515	2	111115		999999		999999		999999		999999	1027.0	111115	796.3	111115	-0.5	111515	5	111515	4	111555		999999		999999	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.2	115155	1.1	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.55	115555	5.05	115555		999999		999999	AAXX 29091 99369 46/// /1302 11026 21114 37963 40270 55005 333 70005 555 11051 29051 66666 00022 10011 2//// 3//// 5//// 9////=
452-Smiley face	99369	2024-02-29 10:00:00	-3.2	111115	-13.8	111115		999999		999999		999999		999999	20	111515	2	111115		999999		999999		999999		999999	1026.9	111115	795.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0202 11032 21138 37959 40269 55010 333 60005 555 11060 29044
453-Smiley face	99369	2024-02-29 11:00:00	-2.9	111115	-14.9	111115		999999		999999		999999		999999	320	111515	4	111115		999999		999999		999999		999999	1026.9	111115	795.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3204 11029 21149 37959 40269 5//// 333 60005 555 11060 29039
454-Smiley face	99369	2024-02-29 12:00:00		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	AAXX 29121 99369 NIL=
455-Smiley face	99369	2024-02-29 15:00:00	-5.5	111115	-14.6	111115	-7.7	111115	47	111515	-8.4	111155	-1.6	111155	300	111515	4	111115		999999		999999		999999		999999	1030.0	111115	797.1	111115		999999		999999	4	111555		999999		999999	0.1	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.5	115155	2.5	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.92	115555	4.06	115555	-8.4	115555	-1.6	115555	AAXX 29151 99369 46/// /3004 11055 21146 37971 40300 5//// 333 11016 21084 70001 555 11077 29049 66666 00025 10025 2//// 3//// 5//// 9////=
